orcid_id	term	tf-idf
0000-0002-8911-2492	polymorphisms	0.026855792530450322
0000-0002-8911-2492	majority	0.02646177831791707
0000-0002-8911-2492	date	0.026381073048425376
0000-0002-8911-2492	insights	0.02552139218076312
0000-0002-8911-2492	estimated	0.02547628597122146
0000-0002-8911-2492	mass index	0.02527798606571923
0000-0002-8911-2492	body mass index	0.02527798606571923
0000-0003-2555-9858	circadian	0.334603345483343
0000-0003-2555-9858	scn	0.29177267350774366
0000-0003-2555-9858	clock	0.21015021630762307
0000-0003-2555-9858	rhythms	0.20621605388979627
0000-0003-2555-9858	lhb	0.13477050086672898
0000-0003-2555-9858	vpac2	0.12194306983940631
0000-0003-2555-9858	vipr2	0.12102588019883519
0000-0003-2555-9858	suprachiasmatic	0.09826037580169207
0000-0003-2555-9858	suprachiasmatic nuclei	0.09597622847513555
0000-0003-2555-9858	cells	0.09531754816282192
0000-0003-2555-9858	mice	0.08873161451706214
0000-0003-2555-9858	nuclei	0.08739139818409615
0000-0003-2555-9858	neurones	0.08491377876007772
0000-0003-2555-9858	vipphi	0.08423156304170562
0000-0003-2555-9858	mhb	0.08423156304170562
0000-0003-2555-9858	meal	0.08317891262597925
0000-0003-2555-9858	meal anticipation	0.07580840673753506
0000-0003-2555-9858	neurons	0.07367772907648314
0000-0003-2555-9858	habenula	0.0703501446877495
0000-0003-2555-9858	neuronal	0.06968512521353844
0000-0003-2555-9858	circadian clock	0.06931576052164937
0000-0003-2555-9858	daily	0.06434121185007001
0000-0003-2555-9858	anticipation	0.06396438745128162
0000-0003-2555-9858	activity	0.06372745865860656
0000-0003-2555-9858	oscillations	0.06358457844537478
0000-0003-2555-9858	suprachiasmatic nuclei scn	0.0631347147348805
0000-0003-2555-9858	nuclei scn	0.0631347147348805
0000-0003-2555-9858	oscillators	0.06238418446948444
0000-0003-2555-9858	ia2beta	0.058962094129193926
0000-0003-2555-9858	ia2 ia2beta	0.058962094129193926
0000-0003-2555-9858	brain	0.05819197021358653
0000-0003-2555-9858	ia2	0.05647874409278976
0000-0003-2555-9858	slices	0.05606780303580658
0000-0003-2555-9858	vpac2 receptors	0.05471677920158294
0000-0003-2555-9858	orexin	0.05471677920158294
0000-0003-2555-9858	behavioral rhythms	0.05471677920158294
0000-0003-2555-9858	vpac2 receptor	0.053350093054740255
0000-0003-2555-9858	clock gene	0.053350093054740255
0000-0003-2555-9858	wt	0.05283210718158047
0000-0003-2555-9858	heat	0.05202374600076119
0000-0003-2555-9858	hypothalamic	0.050948267256046634
0000-0003-2555-9858	heat shock	0.047497877082655945
0000-0003-2555-9858	corticosterone	0.047480984302755186
0000-0003-2555-9858	expression	0.047119908458483
0000-0003-2555-9858	vip	0.046900096458499664
0000-0003-2555-9858	timekeeping	0.046900096458499664
0000-0003-2555-9858	behavioral	0.045945596975520406
0000-0003-2555-9858	vasoactive intestinal	0.04477151071301037
0000-0003-2555-9858	circadian oscillators	0.04477151071301037
0000-0003-2555-9858	molecular	0.04469982273106181
0000-0003-2555-9858	shock	0.04427571743754357
0000-0003-2555-9858	intrinsic	0.04346235577818211
0000-0003-2555-9858	mouse	0.04310440929695416
0000-0003-2555-9858	signaling	0.04216268791330513
0000-0003-2555-9858	mhb neurones	0.04211578152085281
0000-0003-2555-9858	lhb neurones	0.04211578152085281
0000-0003-2555-9858	vasoactive	0.04113266934648667
0000-0003-2555-9858	circadian rhythms	0.04113266934648667
0000-0003-2555-9858	rhythm	0.04061414827190729
0000-0003-2555-9858	master	0.03930415032067683
0000-0003-2555-9858	hypothalamus	0.03900724722743396
0000-0003-2555-9858	firing	0.03813079823550311
0000-0003-2555-9858	scn neurons	0.03810720932481448
0000-0003-2555-9858	per2	0.03810720932481448
0000-0003-2555-9858	vasoactive intestinal polypeptide	0.037309592260841976
0000-0003-2555-9858	intestinal polypeptide	0.037309592260841976
0000-0003-2555-9858	receptor	0.03728896669360594
0000-0003-2555-9858	molecular clock	0.036684577237602524
0000-0003-2555-9858	highfat	0.036635216642208285
0000-0003-2555-9858	intestinal	0.03632238271124066
0000-0003-2555-9858	lateral	0.03585508485612419
0000-0003-2555-9858	electrical	0.03522140478772032
0000-0003-2555-9858	hsf2ko strain	0.033692625216682245
0000-0003-2555-9858	hsf2ko	0.033692625216682245
0000-0003-2555-9858	hsf2	0.033692625216682245
0000-0003-2555-9858	deletion ia2 ia2beta	0.033692625216682245
0000-0003-2555-9858	deletion ia2	0.033692625216682245
0000-0003-2555-9858	brains	0.03259676683363658
0000-0003-2555-9858	activation	0.03247210282077494
0000-0003-2555-9858	vipr2 mice	0.03227356805302272
0000-0003-2555-9858	neurospora	0.03227356805302272
0000-0003-2555-9858	extrascn	0.03227356805302272
0000-0003-2555-9858	mice lacking	0.03204247371394163
0000-0003-2555-9858	protein	0.03197742330480365
0000-0003-2555-9858	amplitude	0.031949827709800926
0000-0003-2555-9858	tissues	0.0315397726547106
0000-0003-2555-9858	gene	0.031476219080677735
0000-0003-2555-9858	polypeptide	0.03143104568484495
0000-0003-2555-9858	neuronal activity	0.031244856649969135
0000-0003-2555-9858	visual	0.03120130561437808
0000-0003-2555-9858	core	0.031070988042897783
0000-0003-2555-9858	intercellular	0.030894687253603535
0000-0003-2555-9858	master circadian	0.030485767459851577
0000-0003-2555-9858	circadian oscillator	0.030485767459851577
0000-0003-2555-9858	responses	0.029907543040006774
0000-0003-2555-9858	recordings	0.029897881842140116
0000-0003-2555-9858	light	0.029691421355465306
0000-0003-2555-9858	electrophysiological	0.0284948308047928
0000-0003-2555-9858	th	0.028428616645014053
0000-0003-2555-9858	reset	0.028428616645014053
0000-0003-4397-5150	dolly	0.2856547278425437
0000-0003-4397-5150	oa	0.20072630102613612
0000-0003-4397-5150	sheep	0.1430022480425287
0000-0003-4397-5150	cloned	0.13686688316633436
0000-0003-4397-5150	radiographic	0.11624444411839552
0000-0003-4397-5150	skeletons dolly	0.09521824261418124
0000-0003-4397-5150	orthopedic	0.09521824261418124
0000-0003-4397-5150	original concerns	0.09521824261418124
0000-0003-4397-5150	oa dolly	0.09521824261418124
0000-0003-4397-5150	colored indicator	0.09521824261418124
0000-0003-4397-5150	cloned sheep	0.09521824261418124
0000-0003-4397-5150	glove	0.09120786561257488
0000-0003-4397-5150	original	0.0880983735766935
0000-0003-4397-5150	perforation	0.08615538811841808
0000-0003-4397-5150	colored	0.08435208084575262
0000-0003-4397-5150	skeletons	0.07929960335159582
0000-0003-4397-5150	clones	0.0710614602308911
0000-0003-4397-5150	aged	0.07101651245696132
0000-0003-4397-5150	earlyonset	0.06876875527709582
0000-0003-4397-5150	indicator	0.06318510013057874
0000-0003-4397-5150	osteoarthritis	0.06005298224188977
0000-0003-4397-5150	concerns	0.05778955448761982
0000-0003-4397-5150	led	0.05206367757100664
0000-0003-4397-5150	detection	0.04868184364883158
0000-0003-4397-5150	years age led	0.04760912130709062
0000-0003-4397-5150	veterinary orthopedic	0.04760912130709062
0000-0003-4397-5150	use colored indicator	0.04760912130709062
0000-0003-4397-5150	use colored	0.04760912130709062
0000-0003-4397-5150	undertook radiographic examination	0.04760912130709062
0000-0003-4397-5150	undertook radiographic	0.04760912130709062
0000-0003-4397-5150	undergloves increase detection	0.04760912130709062
0000-0003-4397-5150	undergloves increase	0.04760912130709062
0000-0003-4397-5150	undergloves	0.04760912130709062
0000-0003-4397-5150	trial determine use	0.04760912130709062
0000-0003-4397-5150	surgeons small animal	0.04760912130709062
0000-0003-4397-5150	surgeons small	0.04760912130709062
0000-0003-4397-5150	study included 8year	0.04760912130709062
0000-0003-4397-5150	status cloned sheep	0.04760912130709062
0000-0003-4397-5150	status cloned	0.04760912130709062
0000-0003-4397-5150	stark contrast reports	0.04760912130709062
0000-0003-4397-5150	small animal orthopedic	0.04760912130709062
0000-0003-4397-5150	skeletons dolly contemporary	0.04760912130709062
0000-0003-4397-5150	skeletons dolly clones	0.04760912130709062
0000-0003-4397-5150	single joint conference	0.04760912130709062
0000-0003-4397-5150	similar observed naturally	0.04760912130709062
0000-0003-4397-5150	signs oa radiographic	0.04760912130709062
0000-0003-4397-5150	signs oa	0.04760912130709062
0000-0003-4397-5150	showed clinical signs	0.04760912130709062
0000-0003-4397-5150	showed clinical	0.04760912130709062
0000-0003-4397-5150	sheep showed clinical	0.04760912130709062
0000-0003-4397-5150	sheep showed	0.04760912130709062
0000-0003-4397-5150	sheep healthy aged	0.04760912130709062
0000-0003-4397-5150	sheep healthy	0.04760912130709062
0000-0003-4397-5150	sheep concluded animals	0.04760912130709062
0000-0003-4397-5150	sheep concluded	0.04760912130709062
0000-0003-4397-5150	sheep conclude original	0.04760912130709062
0000-0003-4397-5150	sheep conclude	0.04760912130709062
0000-0003-4397-5150	scientific concern media	0.04760912130709062
0000-0003-4397-5150	risk factors glove	0.04760912130709062
0000-0003-4397-5150	rise dolly aged	0.04760912130709062
0000-0003-4397-5150	rise dolly	0.04760912130709062
0000-0003-4397-5150	reports dolly animal	0.04760912130709062
0000-0003-4397-5150	reports dolly	0.04760912130709062
0000-0003-4397-5150	report prevalence distribution	0.04760912130709062
0000-0003-4397-5150	report detailing health	0.04760912130709062
0000-0003-4397-5150	report detailing	0.04760912130709062
0000-0003-4397-5150	records preserved undertook	0.04760912130709062
0000-0003-4397-5150	records preserved	0.04760912130709062
0000-0003-4397-5150	record oa dolly	0.04760912130709062
0000-0003-4397-5150	record oa	0.04760912130709062
0000-0003-4397-5150	recent report detailing	0.04760912130709062
0000-0003-4397-5150	recent report	0.04760912130709062
0000-0003-4397-5150	rate identify risk	0.04760912130709062
0000-0003-4397-5150	radiographicoa similar observed	0.04760912130709062
0000-0003-4397-5150	radiographicoa similar	0.04760912130709062
0000-0003-4397-5150	radiographicoa	0.04760912130709062
0000-0003-4397-5150	radiographic records preserved	0.04760912130709062
0000-0003-4397-5150	radiographic records	0.04760912130709062
0000-0003-4397-5150	radiographic examination skeletons	0.04760912130709062
0000-0003-4397-5150	radiographic examination	0.04760912130709062
0000-0003-4397-5150	radiographic evidence mild	0.04760912130709062
0000-0003-4397-5150	radiographic evidence	0.04760912130709062
0000-0003-4397-5150	question original concerns	0.04760912130709062
0000-0003-4397-5150	question original	0.04760912130709062
0000-0003-4397-5150	prevalence distribution radiographicoa	0.04760912130709062
0000-0003-4397-5150	preserved undertook radiographic	0.04760912130709062
0000-0003-4397-5150	preserved undertook	0.04760912130709062
0000-0003-4397-5150	possibility earlyonset agerelated	0.04760912130709062
0000-0003-4397-5150	possibility earlyonset	0.04760912130709062
0000-0003-4397-5150	perforations surgeons small	0.04760912130709062
0000-0003-4397-5150	perforations surgeons	0.04760912130709062
0000-0003-4397-5150	perforation veterinary orthopedic	0.04760912130709062
0000-0003-4397-5150	perforation veterinary	0.04760912130709062
0000-0003-4397-5150	perforation detection rate	0.04760912130709062
0000-0003-4397-5150	perforation detection	0.04760912130709062
0000-0003-4397-5150	osteoarthritis recent report	0.04760912130709062
0000-0003-4397-5150	osteoarthritis recent	0.04760912130709062
0000-0003-4397-5150	osteoarthritis oa 5½	0.04760912130709062
0000-0003-4397-5150	orthopedic surgery randomized	0.04760912130709062
0000-0003-4397-5150	orthopedic surgery	0.04760912130709062
0000-0001-5252-6459	fetal	0.35578243538088794
0000-0001-5252-6459	hypoxia	0.20655737360873636
0000-0001-5252-6459	hypoxic	0.1807460132052733
0000-0001-5252-6459	cardiovascular	0.1534773132332541
0000-0001-5252-6459	dcells	0.11733038419984217
0000-0001-5252-6459	pregnancy	0.10728101810073849
0000-0001-5252-6459	melatonin	0.10559734577985797
0000-0001-5252-6459	chronic hypoxia	0.09771502469162469
0000-0001-5252-6459	ampk	0.09771502469162469
0000-0001-5252-6459	chronic	0.09649402263218182
0000-0001-5252-6459	hypoxic pregnancy	0.0955466101889964
0000-0001-5252-6459	cardiovascular dysfunction	0.0955466101889964
0000-0001-5252-6459	uta	0.09386430735987374
0000-0001-5252-6459	fetal growth	0.09148023074549587
0000-0001-5252-6459	dysfunction	0.09003465308078248
0000-0001-5252-6459	fetal cardiovascular	0.08710600694517669
0000-0001-5252-6459	embryo	0.08654754070177849
0000-0001-5252-6459	chick	0.07724272963171826
0000-0001-5252-6459	growth restriction	0.07639435421927362
0000-0001-5252-6459	gastric	0.0704844292170212
0000-0001-5252-6459	gestation	0.06965055066503766
0000-0001-5252-6459	fetal growth restriction	0.06929938953241908
0000-0001-5252-6459	growth	0.0692510373750061
0000-0001-5252-6459	chick embryo	0.06743321628650079
0000-0001-5252-6459	ampk activation	0.06743321628650079
0000-0001-5252-6459	sildenafil	0.06552993949768876
0000-0001-5252-6459	maternal	0.06356545419095608
0000-0001-5252-6459	adverse	0.0598772284324115
0000-0001-5252-6459	restriction	0.059626154683110714
0000-0001-5252-6459	hypoxaemia	0.05866519209992108
0000-0001-5252-6459	oxygen	0.05642900806968949
0000-0001-5252-6459	chronic fetal	0.053081450104998006
0000-0001-5252-6459	placenta	0.052538262848282155
0000-0001-5252-6459	placental	0.0508431846004573
0000-0001-5252-6459	isolated	0.050044732503569424
0000-0001-5252-6459	normoxia	0.04885751234581234
0000-0001-5252-6459	protects	0.048676703825245
0000-0001-5252-6459	oxidative stress	0.04779459660174311
0000-0001-5252-6459	chicken embryo	0.04693215367993687
0000-0001-5252-6459	cardiovascular function	0.04680709964120626
0000-0001-5252-6459	chicken	0.045993378822364116
0000-0001-5252-6459	oxidative	0.04528677028567163
0000-0001-5252-6459	hypoxic development	0.04495547752433386
0000-0001-5252-6459	fetal chronic	0.04495547752433386
0000-0001-5252-6459	programmed	0.04494614843678875
0000-0001-5252-6459	physiology	0.04450452330385485
0000-0001-5252-6459	protects fetal	0.04355300347258834
0000-0001-5252-6459	fetal lung	0.04355300347258834
0000-0001-5252-6459	developmental hypoxia	0.04355300347258834
0000-0001-5252-6459	stress	0.04353468170389757
0000-0001-5252-6459	antioxidant	0.04303476504887459
0000-0001-5252-6459	developmental	0.04301509719262809
0000-0001-5252-6459	later life	0.04248073241921452
0000-0001-5252-6459	late gestation	0.0424651600839984
0000-0001-5252-6459	fetal hypoxia	0.0424651600839984
0000-0001-5252-6459	femoral	0.04236932050038108
0000-0001-5252-6459	fetus	0.04196291299724536
0000-0001-5252-6459	function	0.040947573207268176
0000-0001-5252-6459	adult offspring	0.04082482992031354
0000-0001-5252-6459	offspring	0.04077006992363616
0000-0001-5252-6459	disease	0.04065555752889618
0000-0001-5252-6459	mechanisms	0.04046888340155777
0000-0001-5252-6459	effects	0.0402313521564924
0000-0001-5252-6459	endothelial	0.04010104048059292
0000-0001-5252-6459	complicated	0.03969188419761916
0000-0001-5252-6459	lung	0.03959652149271569
0000-0001-5252-6459	maturation	0.03783806447916265
0000-0001-5252-6459	bioavailability	0.0378069622464482
0000-0001-5252-6459	life	0.03751615380205054
0000-0001-5252-6459	disease later life	0.03744567971296501
0000-0001-5252-6459	disease later	0.03679470305789129
0000-0001-5252-6459	adult	0.03669778164400479
0000-0001-5252-6459	chronically	0.036220500954033806
0000-0001-5252-6459	sheep	0.0352422146085106
0000-0001-5252-6459	avian	0.0352422146085106
0000-0001-5252-6459	programmed hypertension	0.03519911525995265
0000-0001-5252-6459	maternal chronic hypoxia	0.03519911525995265
0000-0001-5252-6459	maternal chronic	0.03519911525995265
0000-0001-5252-6459	lung maturation	0.03519911525995265
0000-0001-5252-6459	gastric dcells	0.03519911525995265
0000-0001-5252-6459	fgr	0.03519911525995265
0000-0001-5252-6459	fetal lung maturation	0.03519911525995265
0000-0001-5252-6459	fetal hypoxaemia	0.03519911525995265
0000-0001-5252-6459	fetal chronic hypoxia	0.03519911525995265
0000-0001-5252-6459	animal	0.0343406255467617
0000-0001-5252-6459	human	0.033884517237596626
0000-0001-5252-6459	later	0.03375733425459422
0000-0001-5252-6459	dysfunction hypoxic development	0.03371660814325039
0000-0001-5252-6459	dysfunction hypoxic	0.03371660814325039
0000-0001-5252-6459	cardiovascular dysfunction hypoxic	0.03371660814325039
0000-0001-5252-6459	day	0.03371485387375161
0000-0001-5252-6459	vivo	0.03301618148444603
0000-0001-5252-6459	blood	0.0327478826728538
0000-0001-5252-6459	femoral arterial	0.03266475260444125
0000-0001-5252-6459	chronic fetal hypoxia	0.03266475260444125
0000-0001-5252-6459	flow	0.032646278968777406
0000-0001-5252-6459	treatment	0.032484415727351425
0000-0001-5252-6459	blood flow	0.03208985335001348
0000-0001-5252-6459	normoxia hypoxia	0.0318488700629988
0000-0001-5252-6459	endothelial function	0.0318488700629988
0000-0001-5390-4538	linear control	0.24941946129137121
0000-0001-5390-4538	controller	0.22289032151846075
0000-0001-5390-4538	linear	0.16911454492977715
0000-0001-5390-4538	nn controller	0.13019317258678315
0000-0001-5390-4538	compensator	0.13019317258678315
0000-0001-5390-4538	aw compensator	0.13019317258678315
0000-0001-5390-4538	antiwindup	0.13019317258678315
0000-0001-5390-4538	aw	0.12470973064568561
0000-0001-5390-4538	nn	0.12081916667300675
0000-0001-5390-4538	control	0.11852111564251604
0000-0001-5390-4538	neural network	0.1038770109453459
0000-0001-5390-4538	nominal	0.10207115484545397
0000-0001-5390-4538	disturbance	0.09450300503156951
0000-0001-5390-4538	element	0.07964555717669558
0000-0001-5390-4538	neural	0.06846569516302724
0000-0001-5390-4538	using convex linear	0.06509658629339157
0000-0001-5390-4538	unmodeled nonlinear disturbance	0.06509658629339157
0000-0001-5390-4538	unmodeled nonlinear	0.06509658629339157
0000-0001-5390-4538	unmodeled	0.06509658629339157
0000-0001-5390-4538	systems augmented neural	0.06509658629339157
0000-0001-5390-4538	systems augmented	0.06509658629339157
0000-0001-5390-4538	swift recovery saturation	0.06509658629339157
0000-0001-5390-4538	swift recovery	0.06509658629339157
0000-0001-5390-4538	subjected control signal	0.06509658629339157
0000-0001-5390-4538	subjected control	0.06509658629339157
0000-0001-5390-4538	signal amplitude limit	0.06509658629339157
0000-0001-5390-4538	scheme linear control	0.06509658629339157
0000-0001-5390-4538	scheme linear	0.06509658629339157
0000-0001-5390-4538	saturation aw compensator	0.06509658629339157
0000-0001-5390-4538	saturation aw	0.06509658629339157
0000-0001-5390-4538	recovery saturation aw	0.06509658629339157
0000-0001-5390-4538	recovery saturation	0.06509658629339157
0000-0001-5390-4538	proposed low order	0.06509658629339157
0000-0001-5390-4538	proposed low	0.06509658629339157
0000-0001-5390-4538	presents conditioning scheme	0.06509658629339157
0000-0001-5390-4538	presents conditioning	0.06509658629339157
0000-0001-5390-4538	performanceoriented antiwindup class	0.06509658629339157
0000-0001-5390-4538	performanceoriented antiwindup	0.06509658629339157
0000-0001-5390-4538	performanceoriented	0.06509658629339157
0000-0001-5390-4538	performance linear control	0.06509658629339157
0000-0001-5390-4538	performance linear	0.06509658629339157
0000-0001-5390-4538	performance close nominal	0.06509658629339157
0000-0001-5390-4538	performance close	0.06509658629339157
0000-0001-5390-4538	paper presents conditioning	0.06509658629339157
0000-0001-5390-4538	output disturbance bound	0.06509658629339157
0000-0001-5390-4538	output disturbance	0.06509658629339157
0000-0001-5390-4538	order designed using	0.06509658629339157
0000-0001-5390-4538	nonlinear disturbance closedloop	0.06509658629339157
0000-0001-5390-4538	nonlinear disturbance	0.06509658629339157
0000-0001-5390-4538	nominal nncontrol element	0.06509658629339157
0000-0001-5390-4538	nominal nncontrol	0.06509658629339157
0000-0001-5390-4538	nominal controller swift	0.06509658629339157
0000-0001-5390-4538	nominal controller	0.06509658629339157
0000-0001-5390-4538	nncontrol element modified	0.06509658629339157
0000-0001-5390-4538	nncontrol element	0.06509658629339157
0000-0001-5390-4538	nncontrol	0.06509658629339157
0000-0001-5390-4538	nn controller subjected	0.06509658629339157
0000-0001-5390-4538	nn controller improves	0.06509658629339157
0000-0001-5390-4538	neural network nn	0.06509658629339157
0000-0001-5390-4538	neural network controller	0.06509658629339157
0000-0001-5390-4538	network nn controller	0.06509658629339157
0000-0001-5390-4538	network nn	0.06509658629339157
0000-0001-5390-4538	network controller paper	0.06509658629339157
0000-0001-5390-4538	network controller	0.06509658629339157
0000-0001-5390-4538	modified output disturbance	0.06509658629339157
0000-0001-5390-4538	modified output	0.06509658629339157
0000-0001-5390-4538	matrix inequalities lmis	0.06509658629339157
0000-0001-5390-4538	matrix inequalities	0.06509658629339157
0000-0001-5390-4538	low order designed	0.06509658629339157
0000-0001-5390-4538	lmis optimization	0.06509658629339157
0000-0001-5390-4538	lmis	0.06509658629339157
0000-0001-5390-4538	linear matrix inequalities	0.06509658629339157
0000-0001-5390-4538	linear matrix	0.06509658629339157
0000-0001-5390-4538	linear control systems	0.06509658629339157
0000-0001-5390-4538	linear control enhanced	0.06509658629339157
0000-0001-5390-4538	linear control element	0.06509658629339157
0000-0001-5390-4538	linear control directly	0.06509658629339157
0000-0001-5390-4538	limit nn controller	0.06509658629339157
0000-0001-5390-4538	limit nn	0.06509658629339157
0000-0001-5390-4538	known bounded nominal	0.06509658629339157
0000-0001-5390-4538	known bounded	0.06509658629339157
0000-0001-5390-4538	inequalities lmis optimization	0.06509658629339157
0000-0001-5390-4538	inequalities lmis	0.06509658629339157
0000-0001-5390-4538	improves performance linear	0.06509658629339157
0000-0001-5390-4538	generally known bounded	0.06509658629339157
0000-0001-5390-4538	generally known	0.06509658629339157
0000-0001-5390-4538	estimating actuatormatched unmodeled	0.06509658629339157
0000-0001-5390-4538	estimating actuatormatched	0.06509658629339157
0000-0001-5390-4538	ensures performance close	0.06509658629339157
0000-0001-5390-4538	ensures performance	0.06509658629339157
0000-0001-5390-4538	enhanced neural network	0.06509658629339157
0000-0001-5390-4538	element modified output	0.06509658629339157
0000-0001-5390-4538	element modified	0.06509658629339157
0000-0001-5390-4538	element conditioned antiwindup	0.06509658629339157
0000-0001-5390-4538	element conditioned	0.06509658629339157
0000-0001-5390-4538	disturbances generally known	0.06509658629339157
0000-0001-5390-4538	disturbances generally	0.06509658629339157
0000-0001-5390-4538	disturbance closedloop compensating	0.06509658629339157
0000-0001-5390-4538	disturbance closedloop	0.06509658629339157
0000-0001-5390-4538	disturbance bound linear	0.06509658629339157
0000-0003-4969-8692	dibber	0.29027834025075594
0000-0003-4969-8692	layup tasks	0.21770875518806695
0000-0003-4969-8692	layup	0.21770875518806695
0000-0003-4969-8692	tool	0.14909944966740754
0000-0003-4969-8692	standardised	0.14832619915398687
0000-0003-4969-8692	standardised tool	0.14513917012537797
0000-0003-4969-8692	design standardised tool	0.14513917012537797
0000-0003-4969-8692	design standardised	0.14513917012537797
0000-0003-4969-8692	tasks	0.13112585331426527
0000-0003-4969-8692	geometric	0.10074777993313803
0000-0003-4969-8692	industry	0.09997446431630436
0000-0003-4969-8692	design	0.09700287340288695
0000-0003-4969-8692	used composites industry	0.07256958506268898
0000-0003-4969-8692	used composites	0.07256958506268898
0000-0003-4969-8692	use industry sectors	0.07256958506268898
0000-0003-4969-8692	use industry	0.07256958506268898
0000-0003-4969-8692	tool prototypes dibber	0.07256958506268898
0000-0003-4969-8692	tool prototypes	0.07256958506268898
0000-0003-4969-8692	tool multiple geometric	0.07256958506268898
0000-0003-4969-8692	tool multiple	0.07256958506268898
0000-0003-4969-8692	tool layup tasks	0.07256958506268898
0000-0003-4969-8692	tool layup	0.07256958506268898
0000-0003-4969-8692	tool dibber tool	0.07256958506268898
0000-0003-4969-8692	tool dibber	0.07256958506268898
0000-0003-4969-8692	tasks used composites	0.07256958506268898
0000-0003-4969-8692	tasks present application	0.07256958506268898
0000-0003-4969-8692	tasks present	0.07256958506268898
0000-0003-4969-8692	tasks demonstrate possible	0.07256958506268898
0000-0003-4969-8692	standardised tool prototypes	0.07256958506268898
0000-0003-4969-8692	standardised tool dibber	0.07256958506268898
0000-0003-4969-8692	standardised handheld tool	0.07256958506268898
0000-0003-4969-8692	standardised handheld	0.07256958506268898
0000-0003-4969-8692	series observations prototyping	0.07256958506268898
0000-0003-4969-8692	series observations	0.07256958506268898
0000-0003-4969-8692	sectors novice expert	0.07256958506268898
0000-0003-4969-8692	sectors novice	0.07256958506268898
0000-0003-4969-8692	results positive consistent	0.07256958506268898
0000-0003-4969-8692	results positive	0.07256958506268898
0000-0003-4969-8692	result design process	0.07256958506268898
0000-0003-4969-8692	result design	0.07256958506268898
0000-0003-4969-8692	requirements layup tasks	0.07256958506268898
0000-0003-4969-8692	requirements layup	0.07256958506268898
0000-0003-4969-8692	prototyping extract geometric	0.07256958506268898
0000-0003-4969-8692	prototyping extract	0.07256958506268898
0000-0003-4969-8692	prototypes dibber distributed	0.07256958506268898
0000-0003-4969-8692	prototypes dibber	0.07256958506268898
0000-0003-4969-8692	process consists series	0.07256958506268898
0000-0003-4969-8692	principles design standardised	0.07256958506268898
0000-0003-4969-8692	principles design	0.07256958506268898
0000-0003-4969-8692	present application engineering	0.07256958506268898
0000-0003-4969-8692	present application	0.07256958506268898
0000-0003-4969-8692	possible design standardised	0.07256958506268898
0000-0003-4969-8692	positive consistent patterns	0.07256958506268898
0000-0003-4969-8692	positive consistent	0.07256958506268898
0000-0003-4969-8692	patterns use industry	0.07256958506268898
0000-0003-4969-8692	participants gave feedback	0.07256958506268898
0000-0003-4969-8692	observations prototyping extract	0.07256958506268898
0000-0003-4969-8692	observations prototyping	0.07256958506268898
0000-0003-4969-8692	novice expert laminators	0.07256958506268898
0000-0003-4969-8692	novice expert	0.07256958506268898
0000-0003-4969-8692	multiple geometric features	0.07256958506268898
0000-0003-4969-8692	multiple geometric	0.07256958506268898
0000-0003-4969-8692	layup tasks used	0.07256958506268898
0000-0003-4969-8692	layup tasks present	0.07256958506268898
0000-0003-4969-8692	layup tasks demonstrate	0.07256958506268898
0000-0003-4969-8692	laminators	0.07256958506268898
0000-0003-4969-8692	industry sectors novice	0.07256958506268898
0000-0003-4969-8692	industry sectors	0.07256958506268898
0000-0003-4969-8692	industry dibber result	0.07256958506268898
0000-0003-4969-8692	industry dibber	0.07256958506268898
0000-0003-4969-8692	handheld tool layup	0.07256958506268898
0000-0003-4969-8692	handheld tool	0.07256958506268898
0000-0003-4969-8692	geometric requirements layup	0.07256958506268898
0000-0003-4969-8692	geometric requirements	0.07256958506268898
0000-0003-4969-8692	geometric features fit	0.07256958506268898
0000-0003-4969-8692	geometric features	0.07256958506268898
0000-0003-4969-8692	gave feedback results	0.07256958506268898
0000-0003-4969-8692	gave feedback	0.07256958506268898
0000-0003-4969-8692	fit diversity layup	0.07256958506268898
0000-0003-4969-8692	fit diversity	0.07256958506268898
0000-0003-4969-8692	feedback results positive	0.07256958506268898
0000-0003-4969-8692	feedback results	0.07256958506268898
0000-0003-4969-8692	features fit diversity	0.07256958506268898
0000-0003-4969-8692	features fit	0.07256958506268898
0000-0003-4969-8692	extract geometric requirements	0.07256958506268898
0000-0003-4969-8692	extract geometric	0.07256958506268898
0000-0003-4969-8692	expert laminators	0.07256958506268898
0000-0003-4969-8692	ergonomics principles design	0.07256958506268898
0000-0003-4969-8692	ergonomics principles	0.07256958506268898
0000-0003-4969-8692	ergonomics	0.07256958506268898
0000-0003-4969-8692	engineering ergonomics principles	0.07256958506268898
0000-0003-4969-8692	engineering ergonomics	0.07256958506268898
0000-0003-4969-8692	diversity layup tasks	0.07256958506268898
0000-0003-4969-8692	diversity layup	0.07256958506268898
0000-0003-4969-8692	distributed 91 participants	0.07256958506268898
0000-0003-4969-8692	distributed 91	0.07256958506268898
0000-0003-4969-8692	dibber tool multiple	0.07256958506268898
0000-0003-4969-8692	dibber tool	0.07256958506268898
0000-0003-4969-8692	dibber result design	0.07256958506268898
0000-0003-4969-8692	dibber result	0.07256958506268898
0000-0002-3853-883X	intervention	0.24787981108984594
0000-0002-3853-883X	interventions	0.17179788887415062
0000-0002-3853-883X	selfmanagement	0.14287424279126984
0000-0002-3853-883X	support	0.1273077282012734
0000-0002-3853-883X	trial	0.1252419894191905
